order_id,user_id,product_id,product_name,category,base_price,price,amount,quantity,status,region,priority,old_name,order_date
11243,7606.0,P8608,Magazine,Books,70409.97,70409.97,249251.29,3,Shipped,South,High,Product_189,2026-07-17
11244,7249.0,P3447,Novel,Books,69881.6,69881.6,247380.86,3,Shipped,East,High,Product_112,2026-12-05
11245,4555.0,P7410,Table,Furniture,47475.68,47475.68,112042.6,2,Shipped,South,Medium,Product_87,2026-04-12
11246,5549.0,P8971,Smart Watch,Electronics,31439.33,31439.33,111295.23,3,Shipped,West,Medium,Product_41,2026-09-07
11247,2096.0,P8810,Mixer,Home Appliances,28334.22,28334.22,33434.38,1,Cancelled,South,High,Product_133,2026-09-11
11248,3598.0,P6089,Bed,Furniture,39291.5,39291.5,139091.91,3,Shipped,North,Low,Product_34,2026-09-29
11249,7054.0,P8758,Jacket,Clothing,58008.06,58008.06,136899.02,2,Completed,North,Medium,Product_95,2026-08-02
11250,6120.0,P8801,Table,Furniture,75571.68,75571.68,178349.16,2,Cancelled,East,Low,Product_85,2026-12-24
11251,4750.0,P4883,Table,Furniture,77241.36,77241.36,455724.02,5,Pending,West,Low,Product_121,2026-01-10
11252,6269.0,P9043,T-Shirt,Clothing,30793.05,30793.05,72671.6,2,Shipped,East,High,Product_116,2026-07-19
11253,1967.0,P4659,Sofa,Furniture,56981.42,56981.42,201714.23,3,Completed,East,Medium,Product_159,2026-09-05
11254,8941.0,P9786,Cricket Bat,Sports,62716.37,62716.37,222015.95,3,Pending,South,Low,Product_155,2026-03-03
11255,9577.0,P5627,T-Shirt,Clothing,58866.04,58866.04,138923.85,2,Pending,West,Medium,Product_180,2026-01-06
11256,1414.0,P7904,Jacket,Clothing,16418.78,16418.78,58122.48,3,Completed,East,Medium,Product_199,2026-03-17
11257,8276.0,P2765,Magazine,Books,44465.62,44465.62,262347.16,5,Cancelled,West,Medium,Product_51,2026-12-28
11258,3105.0,P1277,Basketball,Sports,22852.55,22852.55,134830.04,5,Completed,North,Medium,Product_142,2026-09-02
11259,1417.0,P6306,Jeans,Clothing,25289.97,25289.97,119368.66,4,Shipped,South,Medium,Product_157,2026-01-18
11260,1645.0,P1915,Microwave,Home Appliances,25988.73,25988.73,153333.51,5,Pending,West,High,Product_18,2026-03-13
11261,2505.0,P6850,Chair,Furniture,41870.17,41870.17,98813.6,2,Cancelled,North,Medium,Product_88,2026-02-05
11262,7821.0,P7487,Magazine,Books,43654.4,43654.4,257560.96,5,Pending,North,High,Product_115,2026-03-23
11263,1396.0,P4694,Tablet,Electronics,18268.95,18268.95,21557.36,1,Shipped,North,High,Product_57,2026-04-30
11264,7349.0,P7484,Table,Furniture,40096.65,40096.65,141942.14,3,Completed,East,Medium,Product_7,2026-12-09
11265,4278.0,P4421,Washing Machine,Home Appliances,44047.48,44047.48,51976.03,1,Pending,West,High,Product_90,2026-12-26
11266,3689.0,P3494,Headphones,Electronics,70543.59,70543.59,416207.18,5,Completed,East,Medium,Product_143,2026-07-11
11267,5198.0,P6358,Basketball,Sports,12873.08,12873.08,30380.47,2,Cancelled,West,High,Product_167,2026-05-27
11268,7646.0,P2846,Novel,Books,35698.92,35698.92,210623.63,5,Completed,West,High,Product_191,2026-04-16
11269,5970.0,P1890,Sofa,Furniture,66651.08,66651.08,157296.55,2,Pending,East,High,Product_131,2026-01-13
11270,6471.0,P7366,T-Shirt,Clothing,17392.24,17392.24,41045.69,2,Cancelled,West,Medium,Product_155,2026-03-26
11271,5071.0,P2757,Magazine,Books,44910.31,44910.31,158982.5,3,Completed,North,Low,Product_13,2026-01-06
11272,3613.0,P7030,T-Shirt,Clothing,24345.38,24345.38,114910.19,4,Pending,South,Medium,Product_190,2026-07-10
11273,5873.0,P2967,Tablet,Electronics,33457.21,33457.21,39479.51,1,Cancelled,South,Medium,Product_117,2026-04-15
11274,,P2410,Laptop,Electronics,70435.22,70435.22,332454.24,4,Pending,West,Low,Product_178,2026-10-13
11275,8859.0,P3511,Jacket,Clothing,1902.46,1902.46,11224.51,5,Pending,North,Medium,Product_174,2026-07-13
11276,7757.0,P1217,Laptop,Electronics,39844.13,39844.13,188064.29,4,Completed,North,Medium,Product_182,2026-05-25
11277,1399.0,P4081,Washing Machine,Home Appliances,16295.62,16295.62,57686.49,3,Pending,West,High,Product_167,2026-01-23
11278,4793.0,P1774,Basketball,Sports,44759.66,44759.66,211265.6,4,Cancelled,East,High,Product_154,2026-07-08
11279,7082.0,P9859,Magazine,Books,43612.8,43612.8,154389.31,3,Pending,East,Low,Product_164,2026-06-27
11280,8659.0,P5791,Dictionary,Books,46458.92,46458.92,164464.58,3,Pending,West,Low,Product_139,2026-07-28
11281,3255.0,P6876,Shoes,Clothing,7007.0,7007.0,24804.78,3,Shipped,West,Low,Product_175,2026-03-26
11282,6597.0,P3612,Tablet,Electronics,40557.59,40557.59,95715.91,2,Pending,South,Low,Product_102,2026-02-11
11283,1687.0,P1066,Novel,Books,79241.26,79241.26,467523.43,5,Cancelled,South,Low,Product_59,2026-12-17
11284,7116.0,P7471,Microwave,Home Appliances,39185.48,39185.48,138716.6,3,Shipped,South,Low,Product_90,2026-07-28
11285,3551.0,P4085,Mixer,Home Appliances,18142.6,18142.6,85633.07,4,Completed,North,Medium,Product_37,2026-02-06
11286,5962.0,P9879,Microwave,Home Appliances,19422.48,19422.48,91674.11,4,Completed,South,High,Product_5,2026-01-16
11287,2098.0,P2948,T-Shirt,Clothing,16646.28,16646.28,19642.61,1,Shipped,East,Low,Product_104,2026-01-06
11288,4415.0,P8838,Microwave,Home Appliances,27519.25,27519.25,97418.14,3,Completed,West,High,Product_128,2026-06-13
11289,7287.0,P2605,T-Shirt,Clothing,20537.0,20537.0,96934.64,4,Shipped,East,Low,Product_126,2026-01-14
11290,8780.0,P2508,Novel,Books,77025.18,77025.18,90889.71,1,Completed,South,Low,Product_184,2026-11-20
11291,4954.0,P8688,Smart Watch,Electronics,30450.1,30450.1,107793.35,3,Completed,East,Medium,Product_142,2026-12-27
11292,1168.0,P1462,Dictionary,Books,49136.01,49136.01,57980.49,1,Shipped,North,Low,Product_47,2026-08-26
11293,1798.0,P2927,Shoes,Clothing,64124.48,64124.48,378334.43,5,Shipped,South,Medium,Product_76,2026-03-25
11294,2796.0,P2258,Tablet,Electronics,48129.52,48129.52,227171.33,4,Pending,West,Medium,Product_64,2026-01-03
11295,5952.0,P6571,Dictionary,Books,61819.77,61819.77,72947.33,1,Shipped,South,Low,Product_114,2026-12-25
11296,1387.0,P7007,Laptop,Electronics,13238.22,13238.22,31242.2,2,Shipped,North,Low,Product_135,2026-12-22
11297,5569.0,P7918,T-Shirt,Clothing,33548.1,33548.1,39586.76,1,Completed,North,High,Product_68,2026-12-07
11298,3253.0,P3654,Shoes,Clothing,32166.03,32166.03,75911.83,2,Completed,South,Low,Product_51,2026-08-17
11299,2094.0,P4039,Microwave,Home Appliances,44633.74,44633.74,210671.25,4,Shipped,North,Low,Product_11,2026-04-29
11300,1183.0,P9359,Table,Furniture,24097.41,24097.41,113739.78,4,Completed,North,Low,Product_171,2026-05-17
11301,6235.0,P8870,Football,Sports,24337.2,24337.2,57435.79,2,Pending,South,Low,Product_122,2026-09-02
11302,9870.0,P2161,Dictionary,Books,8013.86,8013.86,37825.42,4,Pending,South,Low,Product_38,2026-02-04
11303,7774.0,P6926,Novel,Books,45335.98,45335.98,106992.91,2,Pending,East,Medium,Product_16,2026-08-10
11304,4155.0,P7122,Tablet,Electronics,62472.5,62472.5,73717.55,1,Shipped,West,Low,Product_58,2026-03-07
11305,4954.0,P5712,Magazine,Books,51718.67,51718.67,122056.06,2,Shipped,North,Medium,Product_154,2026-01-16
11306,1654.0,P7443,Novel,Books,44978.77,44978.77,106149.9,2,Cancelled,West,Low,Product_88,2026-06-05
11307,9379.0,P3248,Tennis Racket,Sports,73554.21,73554.21,347175.87,4,Shipped,East,High,Product_178,2026-09-08
11308,5444.0,P9413,T-Shirt,Clothing,20202.28,20202.28,71516.07,3,Pending,East,Medium,Product_62,2026-10-17
11309,6488.0,P7742,Sofa,Furniture,77790.02,77790.02,183584.45,2,Cancelled,East,Low,Product_109,2026-12-09
11310,5833.0,P6922,Refrigerator,Home Appliances,61488.29,61488.29,145112.36,2,Cancelled,South,Medium,Product_149,2026-09-24
11311,5047.0,P6527,Chair,Furniture,57994.96,57994.96,205302.16,3,Pending,West,Medium,Product_63,2026-07-20
11312,9804.0,P5173,Notebook,Books,74605.46,74605.46,352137.77,4,Completed,East,High,Product_97,2026-10-09
11313,9110.0,P5539,Novel,Books,5417.06,5417.06,19176.39,3,Shipped,South,Medium,Product_14,2026-08-07
11314,8162.0,P2956,Washing Machine,Home Appliances,47662.21,47662.21,224965.63,4,Pending,South,High,Product_93,2026-01-28
11315,9769.0,P2571,Laptop,Electronics,22260.75,22260.75,131338.42,5,Shipped,South,High,Product_170,2026-10-18
11316,5541.0,P4943,Laptop,Electronics,9003.42,9003.42,53120.18,5,Pending,South,Low,Product_155,2026-10-20
11317,1376.0,P6189,Jacket,Clothing,67277.36,67277.36,158774.57,2,Pending,South,Medium,Product_53,2026-10-05
11318,5419.0,P3040,Football,Sports,76362.42,76362.42,90107.66,1,Completed,South,Medium,Product_57,2026-05-04
11319,5578.0,P4912,Dictionary,Books,71361.63,71361.63,168413.45,2,Cancelled,West,Low,Product_154,2026-07-17
11320,7693.0,P8250,Dictionary,Books,18651.24,18651.24,22008.46,1,Pending,West,Low,Product_193,2026-07-14
11321,9053.0,P9584,Headphones,Electronics,61227.96,61227.96,144497.99,2,Cancelled,East,High,Product_128,2026-09-17
11322,4366.0,P2267,Basketball,Sports,67073.69,67073.69,395734.77,5,Shipped,South,Medium,Product_54,2026-04-22
11323,5762.0,P7216,Jacket,Clothing,32467.67,32467.67,76623.7,2,Shipped,North,Low,Product_145,2026-05-05
11324,7371.0,P6890,Mixer,Home Appliances,36234.44,36234.44,42756.64,1,Shipped,North,Medium,Product_112,2026-08-17
11325,4744.0,P5257,Novel,Books,35045.25,35045.25,124060.18,3,Shipped,South,High,Product_57,2026-10-27
11326,6973.0,P4745,Refrigerator,Home Appliances,67687.61,67687.61,319485.52,4,Completed,South,High,Product_158,2026-12-23
11327,5180.0,P5803,Football,Sports,20106.25,20106.25,118626.88,5,Pending,West,Medium,Product_48,2026-04-28
11328,4798.0,P1854,Notebook,Books,13413.64,13413.64,15828.1,1,Pending,East,Low,Product_121,2026-08-05
11329,2262.0,P2663,Table,Furniture,1472.83,1472.83,3475.88,2,Cancelled,South,Low,Product_32,2026-08-25
11330,9743.0,P5024,Tennis Racket,Sports,57884.36,57884.36,136607.09,2,Completed,East,High,Product_197,2026-05-20
11331,7452.0,P1792,Football,Sports,40122.96,40122.96,47345.09,1,Shipped,South,High,Product_62,2026-11-08
11332,3869.0,P5066,Jacket,Clothing,37046.18,37046.18,174857.97,4,Pending,North,High,Product_97,2026-03-11
11333,7471.0,P7617,Tablet,Electronics,36915.74,36915.74,174242.29,4,Shipped,East,Low,Product_148,2026-07-27
11334,3068.0,P4389,Shoes,Clothing,13434.95,13434.95,63412.96,4,Completed,East,Medium,Product_30,2026-11-06
11335,1391.0,P4255,Magazine,Books,30137.94,30137.94,106688.31,3,Completed,South,Medium,Product_199,2026-11-23
11336,5947.0,P3331,Bed,Furniture,69229.25,69229.25,163381.03,2,Completed,South,Medium,Product_65,2026-09-07
11337,4353.0,P7812,Magazine,Books,57059.93,57059.93,201992.15,3,Completed,South,High,Product_164,2026-02-21
11338,7333.0,P8100,Jacket,Clothing,4344.24,4344.24,20504.81,4,Completed,East,Medium,Product_132,2026-10-10
11339,2110.0,P4169,Novel,Books,74724.78,74724.78,352700.96,4,Cancelled,South,High,Product_26,2026-03-16
11340,4583.0,P7082,Microwave,Home Appliances,4884.97,4884.97,28821.32,5,Completed,West,Medium,Product_86,2026-11-10
11341,7028.0,P9470,Notebook,Books,49779.64,49779.64,176219.93,3,Completed,West,Medium,Product_111,2026-09-21
11342,9289.0,P3512,Headphones,Electronics,58320.29,58320.29,344089.71,5,Shipped,East,Low,Product_183,2026-08-14
11343,2526.0,P5518,Microwave,Home Appliances,11601.72,11601.72,27380.06,2,Shipped,South,High,Product_12,2026-06-05
11344,4172.0,P3484,Phone,Electronics,15640.03,15640.03,92276.18,5,Shipped,East,High,Product_1,2026-02-03
11345,2082.0,P3713,Chair,Furniture,21314.06,21314.06,100602.36,4,Shipped,North,High,Product_172,2026-08-24
11346,9977.0,P6416,Jacket,Clothing,68062.45,68062.45,240941.07,3,Cancelled,South,Low,Product_175,2026-10-29
11347,4706.0,P8108,Tennis Racket,Sports,64514.5,64514.5,152254.22,2,Shipped,East,Medium,Product_131,2026-06-03
11348,5920.0,P5221,Magazine,Books,4197.8,4197.8,24767.02,5,Completed,South,Low,Product_58,2026-04-23
11349,9883.0,P7760,Bed,Furniture,72423.46,72423.46,85459.68,1,Shipped,West,Low,Product_85,2026-06-03
11350,2086.0,P1932,Phone,Electronics,13079.39,13079.39,61734.72,4,Shipped,West,Medium,Product_40,2026-08-01
11351,2937.0,P8971,Novel,Books,26769.49,26769.49,94763.99,3,Shipped,West,Low,Product_55,2026-07-27
11352,3701.0,P6359,Dictionary,Books,22988.76,22988.76,135633.68,5,Shipped,North,High,Product_22,2026-02-12
11353,9071.0,P3488,Mixer,Home Appliances,12088.7,12088.7,57058.66,4,Completed,North,Medium,Product_46,2026-01-17
11354,6853.0,P2433,Sofa,Furniture,78697.72,78697.72,278589.93,3,Completed,South,Medium,Product_85,2026-02-21
11355,1003.0,P4149,Headphones,Electronics,6679.43,6679.43,7881.73,1,Pending,West,Medium,Product_28,2026-05-17
11356,2174.0,P5660,Tennis Racket,Sports,49273.26,49273.26,290712.23,5,Pending,North,Medium,Product_156,2026-05-14
11357,5648.0,P6548,Chair,Furniture,39763.6,39763.6,93842.1,2,Pending,West,Medium,Product_92,2026-09-18
11358,7848.0,P4852,Jacket,Clothing,52313.8,52313.8,246921.14,4,Cancelled,East,High,Product_62,2026-08-25
11359,2928.0,P8355,Table,Furniture,3040.13,3040.13,3587.35,1,Pending,South,Low,Product_19,2026-05-25
11360,8132.0,P5956,Jacket,Clothing,46383.7,46383.7,218931.06,4,Pending,West,Low,Product_9,2026-07-06
11361,1801.0,P5131,Bed,Furniture,15399.94,15399.94,18171.93,1,Shipped,South,Medium,Product_119,2026-12-04
11362,7919.0,P4014,Notebook,Books,36024.02,36024.02,127525.03,3,Completed,South,Medium,Product_107,2026-02-17
11363,4932.0,P9115,Notebook,Books,11938.61,11938.61,28175.12,2,Cancelled,South,Low,Product_47,2026-08-02
11364,7111.0,P2713,Laptop,Electronics,50559.88,50559.88,178981.98,3,Shipped,South,High,Product_38,2026-06-20
11365,4222.0,P1645,Microwave,Home Appliances,42516.44,42516.44,250847.0,5,Shipped,East,Low,Product_194,2026-08-22
11366,2028.0,P7836,Tablet,Electronics,26675.17,26675.17,125906.8,4,Shipped,South,Medium,Product_152,2026-04-25
11367,4759.0,P5163,Notebook,Books,24092.57,24092.57,28429.23,1,Shipped,East,High,Product_136,2026-04-28
11368,4915.0,P8045,Phone,Electronics,76165.49,76165.49,359501.11,4,Completed,North,Medium,Product_138,2026-10-07
11369,1838.0,P4496,Novel,Books,40189.97,40189.97,142272.49,3,Cancelled,North,High,Product_100,2026-10-15
11370,1232.0,P2305,Microwave,Home Appliances,14261.21,14261.21,33656.46,2,Cancelled,South,Medium,Product_6,2026-02-20
11371,5212.0,P7986,Sofa,Furniture,13604.91,13604.91,48161.38,3,Pending,South,Medium,Product_25,2026-05-28
11372,2989.0,P1054,T-Shirt,Clothing,6190.44,6190.44,14609.44,2,Pending,North,Medium,Product_46,2026-02-28
11373,8623.0,P8884,Notebook,Books,9802.98,9802.98,57837.58,5,Cancelled,North,Medium,Product_24,2026-06-30
11374,5100.0,P2415,Bed,Furniture,64547.49,64547.49,380830.19,5,Completed,South,High,Product_88,2026-03-24
11375,1488.0,P7377,Cricket Bat,Sports,38347.36,38347.36,135749.65,3,Shipped,North,Low,Product_199,2026-07-26
11376,2096.0,P4715,Table,Furniture,15292.48,15292.48,72180.51,4,Shipped,West,Medium,Product_83,2026-11-25
11377,8420.0,P6823,Jeans,Clothing,72007.65,72007.65,84969.03,1,Completed,East,Low,Product_87,2026-08-01
11378,2396.0,P2572,Mixer,Home Appliances,77569.74,77569.74,366129.17,4,Completed,South,Medium,Product_127,2026-10-11
11379,6194.0,P9799,Tennis Racket,Sports,9668.27,9668.27,11408.56,1,Shipped,East,High,Product_28,2026-01-29
11380,3507.0,P7750,Jeans,Clothing,55702.95,55702.95,262917.92,4,Completed,East,High,Product_128,2026-06-07
11381,5671.0,P2524,Microwave,Home Appliances,32608.98,32608.98,38478.6,1,Pending,North,Medium,Product_30,2026-02-18
11382,3992.0,P2291,Jacket,Clothing,25533.11,25533.11,30129.07,1,Pending,North,Medium,Product_80,2026-10-09
11383,9946.0,P5874,Football,Sports,64945.01,64945.01,383175.56,5,Completed,West,High,Product_80,2026-08-04
11384,3242.0,P1065,Tablet,Electronics,21596.95,21596.95,25484.4,1,Completed,West,High,Product_121,2026-07-04
11385,5056.0,P3758,Novel,Books,21216.15,21216.15,125175.28,5,Pending,North,Low,Product_5,2026-08-29
11386,4909.0,P1086,Table,Furniture,13632.63,13632.63,80432.52,5,Cancelled,South,Medium,Product_141,2026-05-02
11387,4153.0,P5795,Smart Watch,Electronics,16959.5,16959.5,80048.84,4,Cancelled,South,Medium,Product_152,2026-07-30
11388,3042.0,P5177,Tennis Racket,Sports,21621.88,21621.88,127569.09,5,Shipped,North,High,Product_104,2026-10-30
11389,4020.0,P2965,Sofa,Furniture,55334.87,55334.87,326475.73,5,Pending,South,Low,Product_11,2026-04-29
11390,3178.0,P5530,Chair,Furniture,58527.07,58527.07,276247.77,4,Completed,North,Low,Product_54,2026-02-26
11391,4380.0,P3408,Mixer,Home Appliances,33127.13,33127.13,117270.04,3,Completed,East,Medium,Product_106,2026-07-13
11392,3390.0,P6786,Microwave,Home Appliances,35528.6,35528.6,83847.5,2,Pending,South,Medium,Product_126,2026-05-21
11393,8595.0,P1976,Novel,Books,20243.69,20243.69,95550.22,4,Shipped,East,High,Product_106,2026-02-26
11394,7982.0,P8753,Jeans,Clothing,22747.35,22747.35,53683.75,2,Completed,West,Medium,Product_78,2026-11-26
11395,8812.0,P5417,Bed,Furniture,16153.83,16153.83,57184.56,3,Pending,West,High,Product_113,2026-03-10
11396,4586.0,P9350,Phone,Electronics,51653.11,51653.11,243802.68,4,Pending,North,Medium,Product_185,2026-07-09
11397,9462.0,P7614,Tennis Racket,Sports,55223.64,55223.64,195491.69,3,Completed,North,Low,Product_28,2026-05-04
11398,9682.0,P9143,Jacket,Clothing,64795.84,64795.84,382295.46,5,Completed,South,High,Product_84,2026-12-20
11399,8881.0,P2777,Basketball,Sports,45479.29,45479.29,53665.56,1,Cancelled,West,Medium,Product_179,2026-05-20
11400,6847.0,P8730,Cricket Bat,Sports,50344.88,50344.88,297034.79,5,Pending,South,Medium,Product_12,2026-06-22
11401,6462.0,P8058,Shoes,Clothing,60738.23,60738.23,358355.56,5,Completed,North,High,Product_145,2026-03-12
11402,8652.0,P2189,Bed,Furniture,69337.47,69337.47,163636.43,2,Completed,West,Low,Product_35,2026-04-24
11403,1599.0,P7703,Refrigerator,Home Appliances,17555.79,17555.79,20715.83,1,Completed,East,Low,Product_151,2026-08-19
11404,2946.0,P5101,Chair,Furniture,27331.06,27331.06,64501.3,2,Pending,North,Medium,Product_177,2026-05-22
11405,9020.0,P4544,Cricket Bat,Sports,52618.03,52618.03,62089.28,1,Shipped,East,High,Product_23,2026-09-15
11406,1001.0,P6717,Cricket Bat,Sports,73992.4,73992.4,261933.1,3,Cancelled,West,Low,Product_179,2026-03-26
11407,1349.0,P4154,Laptop,Electronics,78458.32,78458.32,462904.09,5,Pending,South,High,Product_189,2026-01-24
11408,4238.0,P8550,Refrigerator,Home Appliances,15748.9,15748.9,37167.4,2,Completed,West,High,Product_159,2026-03-10
11409,7007.0,P5908,Laptop,Electronics,58086.93,58086.93,137085.15,2,Shipped,South,Low,Product_17,2026-03-23
11410,1575.0,P7887,Magazine,Books,709.06,709.06,2510.07,3,Completed,North,High,Product_55,2026-02-07
11411,3722.0,P9523,Bed,Furniture,8764.33,8764.33,20683.82,2,Cancelled,West,High,Product_153,2026-09-30
11412,3820.0,P8292,Refrigerator,Home Appliances,76294.09,76294.09,360108.1,4,Cancelled,East,Medium,Product_156,2026-04-20
11413,7152.0,P8616,Mixer,Home Appliances,15781.94,15781.94,55868.07,3,Completed,North,Low,Product_33,2026-01-28
11414,3215.0,P3945,Chair,Furniture,44849.18,44849.18,211688.13,4,Pending,South,High,Product_13,2026-09-18
11415,2369.0,P9807,Football,Sports,19395.43,19395.43,114433.04,5,Completed,East,Medium,Product_86,2026-10-09
11416,4363.0,P4612,Table,Furniture,3617.08,3617.08,17072.62,4,Completed,South,Low,Product_114,2026-02-06
11417,8551.0,P5527,Novel,Books,59045.51,59045.51,209021.11,3,Cancelled,North,High,Product_196,2026-01-06
11418,2370.0,P2328,Laptop,Electronics,69044.57,69044.57,81472.59,1,Completed,South,Medium,Product_26,2026-08-13
11419,1423.0,P6789,Tennis Racket,Sports,4674.08,4674.08,27577.07,5,Cancelled,West,Low,Product_30,2026-09-16
11420,3609.0,P3423,Microwave,Home Appliances,60227.09,60227.09,213203.9,3,Shipped,East,Medium,Product_134,2026-02-09
11421,9215.0,P1695,Table,Furniture,65966.13,65966.13,233520.1,3,Cancelled,West,Medium,Product_11,2026-09-17
11422,,P5280,Magazine,Books,2197.48,2197.48,12965.13,5,Pending,West,Medium,Product_163,2026-06-24
11423,9684.0,P7188,Tablet,Electronics,57939.55,57939.55,205106.01,3,Completed,South,Medium,Product_39,2026-05-18
11424,1802.0,P3789,Cricket Bat,Sports,79254.34,79254.34,280560.36,3,Shipped,North,Low,Product_183,2026-01-21
11425,4938.0,P8537,Washing Machine,Home Appliances,4337.63,4337.63,10236.81,2,Cancelled,North,Low,Product_200,2026-11-22
11426,5387.0,P3005,Cricket Bat,Sports,10148.76,10148.76,11975.54,1,Shipped,East,Low,Product_32,2026-10-12
11427,3907.0,P8760,Football,Sports,21002.47,21002.47,74348.74,3,Shipped,South,Low,Product_50,2026-07-13
11428,7548.0,P3537,Refrigerator,Home Appliances,42312.87,42312.87,49929.19,1,Completed,South,Low,Product_103,2026-11-13
11429,6038.0,P3598,Microwave,Home Appliances,58106.57,58106.57,342828.76,5,Completed,South,Medium,Product_194,2026-03-08
11430,5126.0,P1668,Shoes,Clothing,17188.56,17188.56,60847.5,3,Shipped,East,Low,Product_100,2026-03-22
11431,4057.0,P4753,Jacket,Clothing,60636.87,60636.87,71551.51,1,Cancelled,East,Low,Product_175,2026-04-06
11432,2386.0,P6041,Jeans,Clothing,76741.55,76741.55,90555.03,1,Shipped,East,Medium,Product_132,2026-10-22
11433,7035.0,P9207,Football,Sports,61785.75,61785.75,72907.18,1,Pending,East,Medium,Product_186,2026-03-10
11434,1615.0,P1942,Novel,Books,53926.86,53926.86,190901.08,3,Cancelled,South,High,Product_56,2026-04-17
11435,6162.0,P3001,Jeans,Clothing,66299.19,66299.19,234699.13,3,Shipped,South,High,Product_27,2026-02-16
11436,3027.0,P4254,Headphones,Electronics,36434.04,36434.04,171968.67,4,Pending,North,Low,Product_174,2026-04-12
11437,4698.0,P7662,Dictionary,Books,10863.09,10863.09,38455.34,3,Completed,North,High,Product_193,2026-11-10
11438,7378.0,P9203,Basketball,Sports,60696.03,60696.03,214863.95,3,Shipped,North,High,Product_48,2026-04-17
11439,7799.0,P3095,Laptop,Electronics,46928.61,46928.61,166127.28,3,Completed,South,Low,Product_97,2026-06-20
11440,2961.0,P7807,Magazine,Books,21184.58,21184.58,74993.41,3,Completed,South,Medium,Product_95,2026-11-09
11441,6099.0,P3018,Jeans,Clothing,70882.13,70882.13,83640.91,1,Cancelled,North,Low,Product_75,2026-04-26
11442,1432.0,P7672,Bed,Furniture,42438.09,42438.09,150230.84,3,Pending,South,Low,Product_41,2026-04-21
11443,5505.0,P7852,Cricket Bat,Sports,5972.77,5972.77,28191.47,4,Completed,North,Medium,Product_10,2026-12-23
11444,7672.0,P1702,Microwave,Home Appliances,10491.19,10491.19,61898.02,5,Cancelled,North,Medium,Product_61,2026-09-10
11445,9508.0,P2908,Magazine,Books,34886.16,34886.16,41165.67,1,Pending,West,High,Product_11,2026-04-09
11446,7399.0,P2448,Headphones,Electronics,70806.49,70806.49,250654.97,3,Completed,West,High,Product_176,2026-08-22
11447,2637.0,P4581,Tablet,Electronics,75230.71,75230.71,177544.48,2,Cancelled,East,Medium,Product_14,2026-08-09
11448,8952.0,P8950,Cricket Bat,Sports,34955.61,34955.61,41247.62,1,Shipped,South,Low,Product_54,2026-09-26
11449,2897.0,P1081,Jacket,Clothing,59998.1,59998.1,70797.76,1,Shipped,South,Medium,Product_77,2026-05-02
11450,4829.0,P3033,Dictionary,Books,32655.83,32655.83,77067.76,2,Completed,North,Low,Product_95,2026-08-20
11451,9313.0,P2062,Mixer,Home Appliances,48494.0,48494.0,57222.92,1,Cancelled,East,Low,Product_47,2026-01-09
11452,3713.0,P7893,Washing Machine,Home Appliances,79352.34,79352.34,468178.81,5,Shipped,East,Low,Product_165,2026-11-06
11453,5842.0,P6999,Basketball,Sports,7263.41,7263.41,42854.12,5,Shipped,South,High,Product_85,2026-10-17
11454,6072.0,P4185,Tablet,Electronics,1799.74,1799.74,10618.47,5,Pending,South,High,Product_48,2026-04-25
11455,7622.0,P1897,Jeans,Clothing,62123.88,62123.88,293224.71,4,Shipped,North,Low,Product_122,2026-03-21
11456,1500.0,P3849,Novel,Books,36628.8,36628.8,172887.94,4,Pending,East,Low,Product_186,2026-04-27
11457,6927.0,P9523,Cricket Bat,Sports,26129.67,26129.67,154165.05,5,Pending,North,Medium,Product_1,2026-06-26
11458,8113.0,P9998,Novel,Books,78529.68,78529.68,463325.11,5,Pending,West,Low,Product_196,2026-07-03
11459,2531.0,P7265,Cricket Bat,Sports,34788.23,34788.23,123150.33,3,Shipped,East,Medium,Product_162,2026-02-07
11460,2609.0,P3387,Chair,Furniture,44987.35,44987.35,212340.29,4,Pending,East,Low,Product_87,2026-03-03
11461,9871.0,P6091,Jeans,Clothing,62199.77,62199.77,293582.91,4,Cancelled,North,High,Product_43,2026-09-02
11462,8114.0,P7378,Chair,Furniture,620.42,620.42,3660.48,5,Completed,North,High,Product_196,2026-07-18
11463,6486.0,P1417,Cricket Bat,Sports,6097.03,6097.03,14388.99,2,Completed,North,Medium,Product_136,2026-01-29
11464,2198.0,P6265,Tennis Racket,Sports,6500.34,6500.34,38352.01,5,Completed,West,Medium,Product_199,2026-04-01
11465,7736.0,P1824,Refrigerator,Home Appliances,69760.07,69760.07,329267.53,4,Cancelled,South,Low,Product_72,2026-05-19
11466,5612.0,P1953,Smart Watch,Electronics,35307.9,35307.9,208316.61,5,Shipped,South,Low,Product_104,2026-07-30
11467,1318.0,P2508,Refrigerator,Home Appliances,47745.33,47745.33,169018.47,3,Shipped,West,Medium,Product_13,2026-03-24
11468,1372.0,P9584,Football,Sports,61552.14,61552.14,217894.58,3,Cancelled,North,High,Product_51,2026-04-14
11469,6147.0,P3805,Dictionary,Books,7226.03,7226.03,17053.43,2,Pending,East,Medium,Product_28,2026-08-28
11470,3691.0,P2287,Football,Sports,37193.98,37193.98,87777.79,2,Pending,North,Medium,Product_29,2026-04-23
11471,3168.0,P9947,Dictionary,Books,66030.87,66030.87,233749.28,3,Cancelled,West,High,Product_49,2026-04-22
11472,5861.0,P1805,Novel,Books,71322.9,71322.9,420805.11,5,Pending,East,High,Product_37,2026-07-22
