product_id,product_name,category,subcategory,cost_price
P0545,Cloud Computing 5,Books,Knowledge,26963.73
P0546,Cloud Computing 6,Books,Knowledge,15371.96
P0547,Cloud Computing 7,Books,Knowledge,18550.05
P0548,Cloud Computing 8,Books,Knowledge,8517.07
P0549,Cloud Computing 9,Books,Knowledge,23553.56
P0550,Cloud Computing 10,Books,Knowledge,14957.28
P0551,Cloud Computing 11,Books,Knowledge,18289.6
P0552,Cloud Computing 12,Books,Knowledge,23349.87
P0553,Cloud Computing 13,Books,Knowledge,24953.39
P0554,Cloud Computing 14,Books,Knowledge,29194.94
P0555,Cloud Computing 15,Books,Knowledge,10769.76
P0556,Cloud Computing 16,Books,Knowledge,12322.2
P0557,Cloud Computing 17,Books,Knowledge,4853.19
P0558,Cloud Computing 18,Books,Knowledge,16466.76
P0559,Cloud Computing 19,Books,Knowledge,27315.18
P0560,Cloud Computing 20,Books,Knowledge,20661.71
P0561,Ai Fundamentals 1,Books,Knowledge,14445.89
P0562,Ai Fundamentals 2,Books,Knowledge,7073.43
P0563,Ai Fundamentals 3,Books,Knowledge,431.84
P0564,Ai Fundamentals 4,Books,Knowledge,2715.64
P0565,Ai Fundamentals 5,Books,Knowledge,3357.41
P0566,Ai Fundamentals 6,Books,Knowledge,17245.88
P0567,Ai Fundamentals 7,Books,Knowledge,14848.42
P0568,Ai Fundamentals 8,Books,Knowledge,28485.91
P0569,Ai Fundamentals 9,Books,Knowledge,23396.81
P0570,Ai Fundamentals 10,Books,Knowledge,2297.69
P0571,Ai Fundamentals 11,Books,Knowledge,21721.11
P0572,Ai Fundamentals 12,Books,Knowledge,27148.14
P0573,Ai Fundamentals 13,Books,Knowledge,19347.89
P0574,Ai Fundamentals 14,Books,Knowledge,13729.7
P0575,Ai Fundamentals 15,Books,Knowledge,29319.86
P0576,Ai Fundamentals 16,Books,Knowledge,7960.54
P0577,Ai Fundamentals 17,Books,Knowledge,1549.9
P0578,Ai Fundamentals 18,Books,Knowledge,24404.69
P0579,Ai Fundamentals 19,Books,Knowledge,26230.51
P0580,Ai Fundamentals 20,Books,Knowledge,25574.85
P0581,Algorithms 1,Books,Knowledge,10838.43
P0582,Algorithms 2,Books,Knowledge,20319.16
P0583,Algorithms 3,Books,Knowledge,12808.56
P0584,Algorithms 4,Books,Knowledge,3521.24
P0585,Algorithms 5,Books,Knowledge,25544.81
P0586,Algorithms 6,Books,Knowledge,26714.25
P0587,Algorithms 7,Books,Knowledge,339.69
P0588,Algorithms 8,Books,Knowledge,4194.91
P0589,Algorithms 9,Books,Knowledge,19433.6
P0590,Algorithms 10,Books,Knowledge,9893.39
P0591,Algorithms 11,Books,Knowledge,26841.1
P0592,Algorithms 12,Books,Knowledge,28654.92
P0593,Algorithms 13,Books,Knowledge,8085.87
P0594,Algorithms 14,Books,Knowledge,22005.38
P0595,Algorithms 15,Books,Knowledge,11210.03
P0596,Algorithms 16,Books,Knowledge,10314.55
P0597,Algorithms 17,Books,Knowledge,3459.27
P0598,Algorithms 18,Books,Knowledge,12037.49
P0599,Algorithms 19,Books,Knowledge,13723.33
P0600,Algorithms 20,Books,Knowledge,25079.46
P0601,Database Design 1,Books,Knowledge,20712.58
P0602,Database Design 2,Books,Knowledge,14373.44
P0603,Database Design 3,Books,Knowledge,12681.11
P0604,Database Design 4,Books,Knowledge,26589.41
P0605,Database Design 5,Books,Knowledge,5045.02
P0606,Database Design 6,Books,Knowledge,4018.72
P0607,Database Design 7,Books,Knowledge,21806.01
P0608,Database Design 8,Books,Knowledge,29448.0
P0609,Database Design 9,Books,Knowledge,25338.28
P0610,Database Design 10,Books,Knowledge,3156.21
P0611,Database Design 11,Books,Knowledge,27341.24
P0612,Database Design 12,Books,Knowledge,14506.11
P0613,Database Design 13,Books,Knowledge,17089.86
P0614,Database Design 14,Books,Knowledge,13172.98
P0615,Database Design 15,Books,Knowledge,18359.13
P0616,Database Design 16,Books,Knowledge,23385.97
P0617,Database Design 17,Books,Knowledge,18360.18
P0618,Database Design 18,Books,Knowledge,25884.14
P0619,Database Design 19,Books,Knowledge,26404.51
P0620,Database Design 20,Books,Knowledge,21832.0
P0621,Spark Guide 1,Books,Knowledge,26758.3
P0622,Spark Guide 2,Books,Knowledge,14518.24
P0623,Spark Guide 3,Books,Knowledge,14669.28
P0624,Spark Guide 4,Books,Knowledge,26633.44
P0625,Spark Guide 5,Books,Knowledge,13248.6
P0626,Spark Guide 6,Books,Knowledge,1946.91
P0627,Spark Guide 7,Books,Knowledge,19666.46
P0628,Spark Guide 8,Books,Knowledge,420.19
P0629,Spark Guide 9,Books,Knowledge,26056.55
P0630,Spark Guide 10,Books,Knowledge,15768.3
P0631,Spark Guide 11,Books,Knowledge,22321.53
P0632,Spark Guide 12,Books,Knowledge,21727.02
P0633,Spark Guide 13,Books,Knowledge,6758.35
P0634,Spark Guide 14,Books,Knowledge,28675.05
P0635,Spark Guide 15,Books,Knowledge,26200.65
P0636,Spark Guide 16,Books,Knowledge,15597.04
P0637,Spark Guide 17,Books,Knowledge,20662.84
P0638,Spark Guide 18,Books,Knowledge,18566.26
P0639,Spark Guide 19,Books,Knowledge,13013.79
P0640,Spark Guide 20,Books,Knowledge,21813.23
