item_id,order_id,product_id,quantity,unit_price,discount_percent
OI000578,O00331,P0594,2,32336.75,5.99
OI000579,O00139,P0428,5,16891.12,9.15
OI000580,O00305,P0582,4,28266.46,11.28
OI000581,O00897,P0449,1,16449.77,13.26
OI000582,O00321,P0517,3,951.37,12.83
OI000583,O00431,P0422,4,11820.1,16.77
OI000584,O00981,P0433,1,42923.46,18.46
OI000585,O00310,P0250,5,1822.15,3.82
OI000586,O00557,P0581,3,12036.24,25.35
OI000587,O00129,P0414,1,40102.86,22.89
OI000588,O00531,P0473,1,19529.6,8.11
OI000589,O00666,P0111,3,15233.27,24.66
OI000590,O00580,P0495,3,4916.31,3.64
OI000591,O00599,P0525,1,27693.14,15.49
OI000592,O00576,P0509,2,27186.22,20.27
OI000593,O00873,P0160,3,19509.3,21.57
OI000594,O00960,P0008,4,18415.29,6.02
OI000595,O00069,P0002,2,2231.09,3.63
OI000596,O00100,P0255,2,5101.77,0.74
OI000597,O00518,P0456,4,5075.91,3.65
OI000598,O00415,P0497,2,14265.59,25.25
OI000599,O00560,P0268,5,25913.34,25.78
OI000600,O00632,P0128,4,22345.15,0.65
OI000601,O00146,P0248,2,8772.67,20.99
OI000602,O00206,P0489,4,730.49,20.03
OI000603,O00983,P0604,4,34283.95,8.26
OI000604,O00396,P0111,4,14147.31,12.74
OI000605,O00029,P0292,4,30290.7,11.68
OI000606,O00595,P0312,1,3943.77,26.8
OI000607,O00635,P0457,1,47562.51,10.64
OI000608,O00143,P0481,4,17760.63,29.45
OI000609,O00367,P0514,5,8123.08,27.08
OI000610,O00538,P0401,5,1953.06,19.68
OI000611,O00361,P0578,3,32748.77,25.76
OI000612,O00144,P0287,3,19467.85,2.05
OI000613,O00860,P0497,4,15013.2,18.18
OI000614,O00185,P0591,5,40851.53,15.76
OI000615,O00133,P0333,5,17614.4,10.44
OI000616,O00633,P0415,1,27075.98,25.56
OI000617,O00163,P0239,1,25036.99,14.98
OI000618,O00696,P0489,3,887.6,29.44
OI000619,O00828,P0244,1,45365.59,5.22
OI000620,O00914,P0395,4,31634.61,1.86
OI000621,O00257,P0119,1,32933.65,2.19
OI000622,O00782,P0385,5,36268.62,0.88
OI000623,O00179,P0330,1,2625.33,11.33
OI000624,O00653,P0589,5,23200.78,7.57
OI000625,O00449,P0294,2,1823.39,4.86
OI000626,O00834,P0543,2,23751.13,0.73
OI000627,O00983,P0100,2,10672.93,4.22
OI000628,O00006,P0370,4,39721.34,25.93
OI000629,O00349,P0191,5,22503.43,24.97
OI000630,O00585,P0487,5,29094.43,18.55
OI000631,O00573,P0143,1,27681.46,18.76
OI000632,O00895,P0074,5,18315.0,23.47
OI000633,O00306,P0105,1,19975.09,1.54
OI000634,O00554,P0340,1,8811.38,28.22
OI000635,O00945,P0259,4,35881.29,2.04
OI000636,O00893,P0163,3,731.21,17.26
OI000637,O00874,P0532,5,18232.95,11.98
OI000638,O00059,P0561,1,20400.2,28.11
OI000639,O00270,P0032,1,29849.55,7.83
OI000640,O00343,P0062,2,11454.73,24.5
OI000641,O00338,P0065,2,24187.09,24.17
OI000642,O00578,P0626,1,2486.46,2.12
OI000643,O00427,P0614,5,21205.04,26.63
OI000644,O00491,P0134,3,14355.28,3.12
OI000645,O00509,P0521,2,34489.06,12.95
OI000646,O00311,P0235,1,14498.29,0.79
OI000647,O00801,P0202,5,41818.9,11.38
OI000648,O00701,P0020,5,3627.26,11.61
OI000649,O00387,P0130,4,22064.35,16.49
OI000650,O00119,P0450,1,9351.85,29.48
OI000651,O00377,P0362,2,37012.01,27.54
OI000652,O00244,P0239,1,24287.41,6.81
OI000653,O00766,P0551,5,20230.02,24.05
OI000654,O00895,P0257,1,10817.0,3.8
OI000655,O00185,P0291,1,14987.74,18.07
OI000656,O00912,P0252,3,23666.82,11.93
OI000657,O00674,P0127,1,20629.09,28.15
OI000658,O00211,P0508,3,23446.43,25.76
OI000659,O00455,P0311,3,27702.81,8.78
OI000660,O00670,P0252,5,32589.72,9.57
OI000661,O00555,P0517,1,784.54,27.01
OI000662,O00723,P0638,4,23012.45,6.11
OI000663,O00141,P0535,2,26419.08,16.59
OI000664,O00126,P0383,2,32994.53,7.05
OI000665,O00451,P0466,1,10934.73,25.09
OI000666,O00277,P0286,5,6764.29,24.82
OI000667,O00087,P0063,3,34721.22,11.52
OI000668,O00020,P0393,4,13048.11,6.73
OI000669,O00389,P0190,4,16349.64,19.81
OI000670,O00033,P0556,3,19890.71,27.3
OI000671,O00773,P0346,3,15973.85,17.73
OI000672,O00776,P0030,3,31988.22,18.65
OI000673,O00887,P0439,1,19473.18,16.6
OI000674,O00976,P0296,5,10880.06,17.18
OI000675,O00582,P0533,3,4399.41,11.44
OI000676,O00764,P0245,2,21562.84,8.42
OI000677,O00699,P0282,1,13130.05,23.14
OI000678,O00303,P0347,5,32802.79,18.47
OI000679,O00371,P0277,3,35703.97,24.31
OI000680,O00623,P0014,1,23144.04,19.82
OI000681,O00857,P0272,2,22686.49,0.52
OI000682,O00010,P0479,1,21051.8,14.41
OI000683,O00865,P0571,2,28517.82,17.39
OI000684,O00082,P0285,5,19824.17,28.6
OI000685,O00452,P0186,3,24609.61,8.28
OI000686,O00890,P0508,2,17818.86,5.23
OI000687,O00893,P0634,1,34772.03,19.64
OI000688,O00189,P0520,4,30111.81,1.26
OI000689,O00735,P0235,1,14603.25,29.76
OI000690,O00999,P0265,1,40361.6,25.72
OI000691,O00362,P0555,1,15318.15,10.49
OI000692,O00080,P0521,4,27209.92,2.32
OI000693,O00209,P0335,5,14314.52,24.68
OI000694,O00426,P0075,4,8382.48,4.29
OI000695,O00335,P0623,3,18643.8,12.24
OI000696,O00668,P0385,4,40736.6,8.82
OI000697,O00032,P0166,3,11371.72,27.91
OI000698,O00934,P0607,1,24870.89,6.34
OI000699,O00321,P0525,5,28566.65,21.39
OI000700,O00963,P0222,4,31164.79,0.98
OI000701,O00744,P0155,4,37674.5,19.48
OI000702,O00979,P0081,2,14002.36,29.93
OI000703,O00646,P0563,4,599.05,3.64
OI000704,O00900,P0542,1,26671.08,19.78
OI000705,O00533,P0453,3,19634.62,25.08
OI000706,O00301,P0251,3,2921.04,23.03
OI000707,O00371,P0238,4,1372.95,29.17
OI000708,O00710,P0248,4,9579.42,26.41
OI000709,O00371,P0083,3,33871.2,2.29
OI000710,O00371,P0497,5,11165.94,23.59
OI000711,O00236,P0585,2,41067.34,7.35
OI000712,O00932,P0419,5,27976.19,18.17
OI000713,O00815,P0295,3,17980.47,2.45
OI000714,O00432,P0519,2,5265.31,18.98
OI000715,O00792,P0204,2,5543.42,0.47
OI000716,O00124,P0430,3,33009.73,21.34
OI000717,O00482,P0105,2,23069.24,25.02
OI000718,O00025,P0172,1,11752.85,26.01
OI000719,O00941,P0399,4,19925.89,12.07
OI000720,O00571,P0249,3,6682.94,26.92
OI000721,O00920,P0346,5,14784.01,3.23
OI000722,O00740,P0048,1,11218.1,10.65
OI000723,O00460,P0420,4,21478.83,13.07
OI000724,O00776,P0490,2,259.93,21.71
OI000725,O00604,P0523,1,22434.52,0.23
OI000726,O00608,P0380,4,24274.75,13.16
OI000727,O00521,P0604,3,43035.43,2.91
OI000728,O00305,P0507,3,33097.65,15.53
OI000729,O00538,P0595,5,17500.17,12.8
OI000730,O00331,P0395,3,29780.9,28.61
OI000731,O00043,P0217,4,34563.48,17.25
OI000732,O00631,P0323,1,15503.75,4.97
OI000733,O00295,P0282,4,10589.44,26.56
OI000734,O00296,P0267,5,31740.29,27.74
OI000735,O00683,P0287,2,13751.59,16.56
OI000736,O00521,P0174,1,38088.04,1.19
OI000737,O00913,P0554,5,44826.65,0.2
OI000738,O00853,P0028,3,759.23,28.25
OI000739,O00585,P0438,4,36005.36,24.93
OI000740,O00303,P0114,1,15176.54,12.97
OI000741,O00270,P0090,2,34823.36,21.95
OI000742,O00120,P0364,1,21434.21,6.67
OI000743,O00077,P0336,2,19102.46,8.28
OI000744,O00646,P0527,1,2204.17,9.44
OI000745,O00947,P0041,4,9625.61,21.15
OI000746,O00534,P0327,2,8193.33,19.83
OI000747,O00899,P0038,1,21882.09,17.59
OI000748,O00894,P0227,2,2310.32,4.54
OI000749,O00834,P0193,4,2088.02,5.96
OI000750,O00897,P0092,5,5289.36,22.48
OI000751,O00004,P0446,1,25902.41,18.34
OI000752,O00728,P0184,1,21944.83,7.89
OI000753,O00390,P0599,2,19809.59,14.53
OI000754,O00673,P0186,3,25300.67,26.25
OI000755,O00685,P0498,4,3076.5,11.77
OI000756,O00366,P0558,4,20556.9,6.57
OI000757,O00987,P0296,4,13213.91,9.76
OI000758,O00679,P0437,1,7954.53,28.69
OI000759,O00677,P0118,3,153.41,21.14
OI000760,O00793,P0497,4,13113.77,20.62
OI000761,O00030,P0299,3,32615.8,26.69
OI000762,O00802,P0420,1,20024.54,9.7
OI000763,O00692,P0327,4,6845.67,13.26
OI000764,O00409,P0268,1,21758.82,21.85
OI000765,O00348,P0048,3,9978.02,6.64
OI000766,O00897,P0172,5,12180.87,18.76
OI000767,O00971,P0630,5,19992.94,18.15
OI000768,O00021,P0023,4,21833.97,21.14
OI000769,O00935,P0363,5,22861.36,1.48
OI000770,O00216,P0372,5,25407.98,4.71
OI000771,O00549,P0407,2,1011.76,4.84
OI000772,O00383,P0341,4,17669.6,22.0
OI000773,O00963,P0015,1,28940.08,22.65
OI000774,O00540,P0106,5,12483.62,14.55
OI000775,O00161,P0291,3,13020.81,18.95
OI000776,O00705,P0255,1,5532.85,3.71
OI000777,O00803,P0388,4,9834.3,22.22
OI000778,O00277,P0088,1,2057.63,21.66
OI000779,O00781,P0427,1,9631.09,24.91
OI000780,O00620,P0157,1,26034.55,23.78
OI000781,O00199,P0622,3,22174.0,12.75
OI000782,O00762,P0025,3,9286.37,6.08
OI000783,O00271,P0592,4,37098.12,12.89
OI000784,O00228,P0418,5,25525.31,8.53
OI000785,O00720,P0548,5,10385.97,0.52
OI000786,O00509,P0405,3,14574.2,21.44
OI000787,O00464,P0231,5,33743.97,11.92
OI000788,O00238,P0459,3,40034.83,3.27
OI000789,O00319,P0342,2,20672.99,29.27
OI000790,O00098,P0576,2,9539.74,28.26
OI000791,O00608,P0257,1,11172.12,18.49
OI000792,O00485,P0537,5,31160.45,1.77
OI000793,O00506,P0260,4,3340.59,10.14
OI000794,O00155,P0039,3,1366.16,17.96
OI000795,O00893,P0007,3,16964.34,22.65
OI000796,O00814,P0502,5,21336.91,28.78
OI000797,O00242,P0331,4,1544.13,15.43
OI000798,O00880,P0085,1,7095.91,2.33
OI000799,O00131,P0015,2,25501.94,3.64
OI000800,O00203,P0450,1,6477.56,12.73
OI000801,O00175,P0539,4,14676.41,26.23
OI000802,O00429,P0410,1,33991.82,13.06
OI000803,O00302,P0279,5,32896.79,26.69
OI000804,O00578,P0171,2,36543.31,20.55
OI000805,O00823,P0630,3,21697.91,7.54
OI000806,O00474,P0217,3,40404.72,21.6
OI000807,O00873,P0140,2,13934.71,24.88
OI000808,O00011,P0327,4,6210.39,14.11
OI000809,O00006,P0321,2,2405.34,2.82
OI000810,O00470,P0340,1,8133.87,14.06
OI000811,O00161,P0070,3,41050.52,26.5
OI000812,O00354,P0016,2,24032.81,24.62
OI000813,O00889,P0438,5,39112.03,11.02
OI000814,O00786,P0414,3,41775.06,19.25
OI000815,O00208,P0081,5,11651.8,21.92
OI000816,O00287,P0184,3,23325.35,3.8
OI000817,O00535,P0603,4,16082.07,23.16
OI000818,O00607,P0621,3,43642.67,22.12
OI000819,O00631,P0486,2,31471.43,23.5
OI000820,O00222,P0095,5,2585.67,4.94
OI000821,O00896,P0002,3,1761.39,29.1
OI000822,O00141,P0525,4,24747.45,14.15
OI000823,O00310,P0514,1,8238.8,11.8
OI000824,O00793,P0396,4,36634.06,25.16
OI000825,O00325,P0545,1,42696.33,25.27
OI000826,O00979,P0172,3,15109.62,25.2
OI000827,O00574,P0454,4,18338.27,7.52
OI000828,O00124,P0573,4,28087.19,5.34
OI000829,O00887,P0376,4,20962.11,10.38
OI000830,O00435,P0220,5,29253.84,29.94
OI000831,O00962,P0197,4,24277.09,28.0
OI000832,O00011,P0202,4,37689.48,5.85
OI000833,O00601,P0319,3,1965.01,11.07
OI000834,O00260,P0516,1,9090.08,1.01
OI000835,O00282,P0492,4,7543.68,20.86
OI000836,O00260,P0282,1,13004.51,24.7
OI000837,O00884,P0484,5,31592.13,14.71
OI000838,O00485,P0560,1,22764.46,0.87
OI000839,O00916,P0158,2,35878.37,3.95
OI000840,O00430,P0124,1,7334.45,21.32
OI000841,O00322,P0101,5,36249.72,25.58
OI000842,O00671,P0630,1,20019.73,20.16
OI000843,O00922,P0326,2,27266.95,17.61
OI000844,O00967,P0377,5,7165.38,19.93
OI000845,O00427,P0064,1,12846.44,22.84
OI000846,O00152,P0275,1,3595.35,1.34
OI000847,O00624,P0205,5,30936.85,19.06
OI000848,O00863,P0005,3,26879.9,10.52
OI000849,O00350,P0479,5,20096.73,2.58
OI000850,O00953,P0476,1,26826.81,2.72
OI000851,O00748,P0090,2,26676.77,18.8
OI000852,O00021,P0175,1,25464.27,11.24
OI000853,O00084,P0254,3,38442.34,19.27
OI000854,O00924,P0197,2,23595.32,11.38
OI000855,O00294,P0184,3,19309.69,9.47
OI000856,O00232,P0194,3,260.16,5.31
OI000857,O00303,P0267,4,25880.26,14.7
OI000858,O00593,P0374,3,40848.72,15.69
OI000859,O00850,P0176,1,21025.35,17.56
OI000860,O00160,P0552,5,28021.66,21.07
OI000861,O00356,P0297,2,14286.35,29.05
OI000862,O00565,P0277,1,32114.4,6.32
OI000863,O00224,P0480,3,14162.48,3.46
OI000864,O00675,P0192,4,17110.02,17.6
OI000865,O00382,P0579,4,38171.52,27.04
OI000866,O00331,P0109,3,42056.13,0.24
OI000867,O00432,P0488,3,20292.52,27.09
OI000868,O00192,P0368,3,7918.4,16.4
OI000869,O00771,P0024,4,36876.22,13.69
OI000870,O00590,P0447,4,23529.9,7.31
OI000871,O00741,P0384,5,36900.34,20.36
OI000872,O00308,P0043,2,21478.2,27.03
OI000873,O00520,P0112,4,26432.27,8.08
OI000874,O00592,P0412,5,24244.3,15.37
OI000875,O00945,P0309,5,15747.6,28.29
OI000876,O00204,P0583,2,14781.56,9.99
OI000877,O00983,P0057,1,14677.5,22.97
OI000878,O00821,P0356,4,8721.48,13.82
OI000879,O00675,P0153,2,16734.32,9.04
OI000880,O00083,P0191,2,25906.71,13.1
OI000881,O00742,P0252,2,30155.01,25.37
OI000882,O00384,P0007,4,13479.33,3.0
OI000883,O00564,P0405,2,15397.57,20.05
OI000884,O00852,P0476,2,35455.08,2.87
OI000885,O00132,P0327,2,6871.14,9.81
OI000886,O00290,P0436,5,8748.58,2.15
OI000887,O00501,P0602,1,17339.62,18.26
OI000888,O00787,P0242,3,37930.53,15.04
OI000889,O00002,P0627,5,29666.07,27.44
OI000890,O00662,P0237,2,34978.07,1.33
OI000891,O00310,P0447,1,22198.71,19.62
OI000892,O00436,P0156,3,29763.92,20.26
OI000893,O00493,P0037,3,1350.83,12.65
OI000894,O00168,P0409,5,13849.29,13.95
OI000895,O00085,P0356,1,9710.9,12.13
OI000896,O00827,P0014,2,23271.56,17.24
OI000897,O00394,P0467,1,40169.98,28.8
OI000898,O00412,P0434,1,33813.4,7.76
OI000899,O00650,P0120,5,26498.91,27.25
OI000900,O00515,P0383,4,44550.21,25.33
OI000901,O00996,P0375,1,39041.21,29.42
OI000902,O00545,P0394,1,9725.26,10.11
OI000903,O00957,P0606,3,4792.88,24.39
OI000904,O00746,P0467,4,32786.89,8.45
OI000905,O00125,P0503,4,20302.22,26.67
OI000906,O00703,P0380,3,24769.27,20.25
OI000907,O00786,P0026,5,36751.5,8.8
OI000908,O00428,P0019,4,18212.76,19.08
OI000909,O00611,P0116,3,13281.22,15.94
OI000910,O00406,P0256,2,20157.59,2.84
OI000911,O00745,P0150,4,6670.85,8.24
OI000912,O00996,P0471,5,7706.17,24.77
OI000913,O00855,P0538,5,440.84,2.3
OI000914,O00382,P0041,2,12080.83,21.71
OI000915,O00832,P0105,4,20091.26,21.76
OI000916,O00346,P0311,4,23772.88,5.52
OI000917,O00765,P0265,1,42847.26,13.0
OI000918,O00120,P0198,5,17738.13,9.1
OI000919,O00527,P0554,2,43083.75,1.46
OI000920,O00588,P0486,2,40512.66,13.11
OI000921,O00765,P0192,3,20152.22,1.37
OI000922,O00409,P0187,3,24504.59,12.22
OI000923,O00020,P0426,2,20737.5,13.87
OI000924,O00810,P0327,1,6336.45,0.54
OI000925,O00333,P0228,1,16633.1,21.84
OI000926,O00624,P0473,5,22845.77,17.86
OI000927,O00555,P0400,4,11667.95,0.38
OI000928,O00349,P0329,3,9389.07,4.55
OI000929,O00875,P0512,2,33712.41,5.1
OI000930,O00400,P0263,4,28235.14,25.57
OI000931,O00991,P0082,4,25819.86,10.36
OI000932,O00213,P0544,3,15783.83,22.53
OI000933,O00463,P0480,1,15077.53,17.55
OI000934,O00640,P0362,5,38474.14,29.87
OI000935,O00024,P0292,5,39670.56,29.69
OI000936,O00385,P0552,2,30254.53,28.46
OI000937,O00127,P0101,4,35262.25,29.76
OI000938,O00585,P0298,2,15995.87,23.01
OI000939,O00753,P0412,5,29033.94,22.54
OI000940,O00429,P0615,3,23170.32,10.9
OI000941,O00109,P0327,5,7277.62,11.77
OI000942,O00880,P0415,4,37013.45,8.59
OI000943,O00947,P0462,2,6972.06,5.33
OI000944,O00296,P0005,5,33773.14,22.89
OI000945,O00672,P0178,1,23683.76,19.59
OI000946,O00998,P0430,4,25854.55,0.87
OI000947,O00230,P0143,5,29829.0,29.97
OI000948,O00614,P0586,4,43248.47,9.75
OI000949,O00256,P0172,5,14611.86,20.53
OI000950,O00975,P0381,1,26394.36,26.51
OI000951,O00670,P0400,5,9939.05,5.79
OI000952,O00936,P0167,4,34379.94,26.24
OI000953,O00180,P0485,2,36028.42,8.79
OI000954,O00916,P0033,2,14590.95,13.78
OI000955,O00701,P0619,4,43412.62,23.9
OI000956,O00997,P0474,5,6931.77,24.11
OI000957,O00858,P0341,2,17914.49,21.66
OI000958,O00072,P0009,1,15643.11,12.19
OI000959,O00533,P0483,4,17962.94,12.51
OI000960,O00267,P0552,1,34744.68,18.21
OI000961,O00547,P0026,4,40382.02,21.78
OI000962,O00300,P0409,1,11459.72,21.5
OI000963,O00524,P0452,4,31244.57,3.11
OI000964,O00868,P0270,5,5162.53,3.35
OI000965,O00174,P0377,4,9576.6,4.26
OI000966,O00249,P0496,2,18615.3,9.9
OI000967,O00711,P0077,4,2758.65,14.75
OI000968,O00251,P0268,3,22030.16,13.34
OI000969,O00807,P0463,3,36330.89,17.83
OI000970,O00780,P0145,2,32536.25,0.78
OI000971,O00902,P0381,5,22589.45,8.74
OI000972,O00968,P0164,5,11344.3,14.26
OI000973,O00451,P0303,2,30922.74,20.85
OI000974,O00151,P0624,3,41806.89,7.72
OI000975,O00234,P0030,2,30248.07,4.45
OI000976,O00013,P0267,3,31352.8,22.36
OI000977,O00530,P0417,4,30678.05,5.11
OI000978,O00353,P0161,5,37561.6,9.43
OI000979,O00384,P0389,4,29786.11,26.12
OI000980,O00494,P0181,4,15860.0,0.43
OI000981,O00970,P0068,3,20600.36,6.19
OI000982,O00154,P0286,5,7933.28,23.68
OI000983,O00666,P0203,3,19418.83,17.08
OI000984,O00654,P0014,5,29359.28,22.24
OI000985,O00373,P0035,4,13913.58,28.56
OI000986,O00520,P0070,3,39703.42,16.04
OI000987,O00760,P0552,1,38133.82,1.68
OI000988,O00581,P0537,2,25106.43,23.92
OI000989,O00188,P0252,2,30212.57,13.68
OI000990,O00042,P0625,3,18476.84,2.74
OI000991,O00195,P0067,2,14581.7,1.83
OI000992,O00234,P0251,5,3629.65,14.32
OI000993,O00101,P0551,1,23076.89,19.02
OI000994,O00202,P0491,1,29329.93,14.28
OI000995,O00103,P0557,5,5836.19,14.62
OI000996,O00583,P0011,5,10978.23,27.15
OI000997,O00738,P0455,2,36994.83,19.05
OI000998,O00774,P0469,1,2187.01,12.22
OI000999,O00278,P0506,2,5141.52,14.5
OI001000,O00291,P0308,3,36575.4,7.47
OI001001,O00282,P0576,5,9998.58,13.2
OI001002,O00775,P0188,4,9707.0,26.8
OI001003,O00522,P0483,4,18810.91,1.97
OI001004,O00443,P0313,1,21345.57,13.3
OI001005,O00654,P0553,2,29703.25,3.26
OI001006,O00238,P0220,3,28562.41,9.6
OI001007,O00544,P0485,1,41910.41,27.83
OI001008,O00216,P0586,2,33781.41,5.76
OI001009,O00406,P0177,2,28021.95,4.71
OI001010,O00980,P0530,4,2170.95,23.66
OI001011,O00799,P0277,2,37710.01,14.16
OI001012,O00877,P0312,3,3167.2,10.01
OI001013,O00363,P0324,4,29413.56,16.9
OI001014,O00781,P0429,1,33682.53,12.12
OI001015,O00992,P0420,3,20705.35,4.2
OI001016,O00468,P0282,1,12312.02,6.07
OI001017,O00678,P0264,3,24273.84,0.71
OI001018,O00438,P0393,3,13684.4,22.17
OI001019,O00817,P0222,5,27416.69,25.69
OI001020,O00110,P0078,2,21167.65,21.69
OI001021,O00965,P0609,4,41115.56,28.4
OI001022,O00800,P0401,4,2139.71,29.61
OI001023,O00601,P0386,1,19190.08,19.19
OI001024,O00283,P0552,3,31049.04,8.53
OI001025,O00484,P0139,1,27693.32,23.26
OI001026,O00424,P0157,2,24588.98,17.22
OI001027,O00576,P0092,4,4113.18,17.18
OI001028,O00782,P0268,5,24401.5,8.74
OI001029,O00023,P0145,1,37234.49,20.98
OI001030,O00757,P0323,3,19360.58,13.38
OI001031,O00906,P0221,2,3721.46,6.83
OI001032,O00371,P0343,2,42254.4,21.12
OI001033,O00262,P0620,1,25324.11,19.27
OI001034,O00438,P0407,4,1246.95,24.95
OI001035,O00062,P0526,3,19429.8,13.12
OI001036,O00033,P0518,3,23206.31,14.76
OI001037,O00589,P0343,1,43186.83,16.96
OI001038,O00998,P0573,1,26760.16,23.96
OI001039,O00867,P0091,5,6893.0,18.3
OI001040,O00196,P0076,4,1835.26,13.97
OI001041,O00911,P0157,3,19474.5,19.44
OI001042,O00348,P0466,5,15271.03,22.18
OI001043,O00972,P0444,1,4682.44,8.81
OI001044,O00639,P0401,1,1898.95,9.67
OI001045,O00155,P0267,2,29713.62,23.03
OI001046,O00546,P0470,2,20639.76,17.23
OI001047,O00364,P0592,2,34031.82,4.45
OI001048,O00316,P0187,1,21718.19,18.06
OI001049,O00865,P0042,2,33681.82,28.64
OI001050,O00336,P0324,2,34089.15,6.05
OI001051,O00168,P0436,3,8133.62,27.6
OI001052,O00791,P0365,1,4647.91,26.97
OI001053,O00451,P0128,4,21022.36,26.03
OI001054,O00875,P0215,4,14648.7,13.16
OI001055,O00204,P0212,4,16252.44,3.74
OI001056,O00993,P0181,5,15951.74,21.74
OI001057,O00125,P0168,2,5592.66,14.67
OI001058,O00620,P0368,3,8889.72,6.31
OI001059,O00093,P0521,3,32153.38,15.26
OI001060,O00968,P0469,1,1937.9,24.1
OI001061,O00410,P0104,3,24675.02,9.3
OI001062,O00067,P0446,3,23064.71,21.04
OI001063,O00667,P0401,4,1906.25,28.93
OI001064,O00748,P0333,1,12580.53,7.47
OI001065,O00579,P0011,2,11397.93,4.21
OI001066,O00482,P0041,1,12017.4,6.29
OI001067,O00758,P0302,3,36880.08,24.7
OI001068,O00430,P0178,2,29432.28,28.96
OI001069,O00760,P0187,3,31360.46,3.28
OI001070,O00167,P0032,4,28058.56,12.11
OI001071,O00383,P0273,5,22104.19,23.5
OI001072,O00340,P0031,4,15851.1,26.16
OI001073,O00936,P0419,1,26594.91,22.88
OI001074,O00740,P0539,2,14808.47,0.45
OI001075,O00919,P0230,1,38221.81,1.99
OI001076,O00992,P0489,4,962.31,25.68
OI001077,O00550,P0452,2,32054.09,24.28
OI001078,O00001,P0320,4,32012.61,27.09
OI001079,O00132,P0332,5,2015.35,18.41
OI001080,O00734,P0100,4,13216.99,24.93
OI001081,O00585,P0202,2,35322.24,3.89
OI001082,O00965,P0148,2,19179.05,22.3
OI001083,O00735,P0415,3,38829.38,3.16
OI001084,O00232,P0258,2,32655.36,9.03
OI001085,O00728,P0475,5,32436.6,17.32
OI001086,O00905,P0275,2,3865.54,11.24
OI001087,O00149,P0595,1,16885.93,23.99
OI001088,O00648,P0051,2,38906.38,0.43
OI001089,O00650,P0036,2,9553.51,9.68
OI001090,O00586,P0494,4,14743.0,5.63
OI001091,O00891,P0593,4,10816.46,6.45
OI001092,O00637,P0271,5,6030.55,22.35
OI001093,O00672,P0528,3,4183.11,26.78
OI001094,O00262,P0351,4,1325.69,13.69
OI001095,O00099,P0352,5,1890.31,23.46
OI001096,O00437,P0028,5,731.4,6.81
OI001097,O00469,P0115,1,30709.03,8.87
OI001098,O00895,P0357,3,9087.58,16.6
OI001099,O00963,P0086,5,28515.95,24.6
OI001100,O00907,P0525,2,21721.43,20.42
OI001101,O00795,P0019,2,21567.32,10.62
OI001102,O00616,P0157,5,27262.28,15.75
OI001103,O00820,P0547,3,25738.02,20.81
OI001104,O00544,P0172,3,11905.75,20.41
OI001105,O00651,P0635,2,40889.94,22.53
OI001106,O00156,P0555,5,14234.27,6.07
OI001107,O00051,P0412,3,28797.66,15.65
OI001108,O00432,P0489,4,741.15,21.65
OI001109,O00308,P0002,1,1916.36,16.67
OI001110,O00320,P0215,5,18753.84,2.0
OI001111,O00774,P0422,2,12534.06,24.67
OI001112,O00783,P0250,4,2029.66,19.38
OI001113,O00401,P0607,2,26640.11,10.51
OI001114,O00232,P0284,2,27298.99,3.7
OI001115,O00758,P0601,2,24799.66,4.27
OI001116,O00283,P0337,1,17226.56,15.62
OI001117,O00537,P0107,5,28629.52,19.81
OI001118,O00306,P0129,5,4763.11,13.63
OI001119,O00073,P0351,3,1413.92,1.23
OI001120,O00859,P0263,1,36947.9,12.78
OI001121,O00173,P0500,3,34376.6,3.09
OI001122,O00750,P0619,5,41536.89,7.24
OI001123,O00871,P0508,4,19449.94,19.14
OI001124,O00886,P0288,3,29626.38,19.21
OI001125,O00337,P0431,3,27546.55,2.49
OI001126,O00104,P0499,2,2006.69,6.64
OI001127,O00445,P0274,1,47717.56,24.79
OI001128,O00500,P0576,5,12397.15,11.27
OI001129,O00532,P0393,1,13927.61,17.71
OI001130,O00813,P0102,5,24932.0,29.0
OI001131,O00245,P0371,5,31311.48,27.11
OI001132,O00432,P0405,1,12296.04,23.64
OI001133,O00873,P0473,5,27213.11,1.12
OI001134,O00409,P0444,1,4304.31,5.42
OI001135,O00646,P0338,1,34525.84,12.36
OI001136,O00030,P0469,3,2295.87,20.49
OI001137,O00361,P0256,3,23844.82,1.43
OI001138,O00470,P0271,2,5435.19,23.12
OI001139,O00561,P0331,4,1570.49,23.43
OI001140,O00177,P0513,1,791.1,18.49
OI001141,O00758,P0235,3,13972.11,3.04
OI001142,O00740,P0094,4,13814.92,14.92
OI001143,O00191,P0393,2,12047.56,21.22
OI001144,O00360,P0347,4,39983.94,22.64
OI001145,O00983,P0174,3,29189.61,5.69
OI001146,O00318,P0520,5,26659.84,16.8
OI001147,O00183,P0409,5,13145.92,5.96
OI001148,O00093,P0614,4,20625.71,4.37
OI001149,O00349,P0547,3,24229.17,27.64
OI001150,O00107,P0302,5,36183.54,2.47
OI001151,O00231,P0455,1,31885.27,4.65
OI001152,O00281,P0028,4,766.95,20.85
OI001153,O00225,P0253,2,8115.76,24.35
OI001154,O00149,P0014,3,22479.51,0.62
OI001155,O00627,P0496,4,19908.64,16.54
OI001156,O00582,P0198,4,17121.67,15.56
OI001157,O00410,P0591,4,40413.89,21.2
OI001158,O00373,P0271,4,5850.68,27.0
OI001159,O00960,P0242,3,40923.42,2.31
